sample_index,true_class,pred_class,pred_confidence,true_confidence
6020,look,bug,5.1701922,3.163237
235,goose,jump,5.164375,3.884362
3302,garbage,shhh,5.1638837,2.9887404
1010,have,go,5.1617227,0.6871117
5026,happy,cheek,5.1615186,3.8463252
3201,snack,wake,5.1561136,2.0247679
6480,look,sun,5.152528,2.9848387
3428,book,fish,5.1486053,4.310783
3788,blow,every,5.1480274,3.6921976
4140,on,night,5.140779,2.6472132
4092,wet,bird,5.138389,0.9273006
2023,alligator,child,5.1362147,4.0494914
2737,ride,jeans,5.1324916,2.9919267
2243,smile,goose,5.131355,3.518048
5023,hot,grass,5.127756,2.811862
275,after,puzzle,5.1274037,4.959865
3979,into,pool,5.1266603,2.401836
9208,tree,rain,5.125567,4.9090385
3058,frenchfries,stuck,5.1251626,0.97172415
1884,uncle,jump,5.1203337,3.7907667
4762,mad,bad,5.1173615,0.17217669
5544,carrot,same,5.115995,4.994912
2285,fall,table,5.114303,3.970536
1904,close,cereal,5.1140394,4.858062
1891,kiss,bye,5.113146,4.48816
7127,hide,refrigerator,5.112376,3.291291
7775,vacuum,jeans,5.106768,4.893968
2332,bed,vacuum,5.1059313,0.5311229
7191,blow,nuts,5.1053424,1.5802068
8531,bath,car,5.1051583,3.7691085
9149,closet,green,5.0997095,4.8957176
583,not,orange,5.096876,4.899239
4600,child,bed,5.09135,2.273912
294,fast,closet,5.091011,3.279155
6205,dog,drop,5.089811,4.055218
800,time,feet,5.0861316,4.162791
5461,tree,mitten,5.0842795,4.9463563
2705,head,store,5.0813184,3.1369243
618,another,dog,5.071482,3.5082161
1131,fine,into,5.069378,0.97656405
4323,clean,farm,5.063389,0.6825746
5326,rain,read,5.0614324,3.9285426
3274,jump,garbage,5.0587482,2.1164875
7884,wet,sticky,5.0453434,2.5574389
5357,morning,milk,5.0451655,-0.77759564
8713,grandma,yourself,5.0437965,3.9720418
7824,bye,ride,5.0406523,3.3013725
8503,close,on,5.0391307,3.9289196
3027,go,moon,5.0385213,3.4442422
8949,any,flag,5.0322037,0.35305974
7346,hide,girl,5.030702,2.883286
5640,face,any,5.029995,1.1493882
6089,find,bye,5.0284925,1.9988507
3859,thirsty,scissors,5.021749,-0.4206211
6335,cry,first,5.0208325,2.9150043
4307,fine,yucky,5.0202804,4.98279
7449,noisy,empty,5.0199475,4.379465
9301,elephant,farm,5.017737,2.0730562
2970,there,now,5.01627,3.9668694
1434,jeans,night,5.016077,3.660746
7786,pajamas,read,5.011042,1.6341703
702,night,on,5.0092783,1.9564917
7172,who,cheek,5.004384,1.6786335
1151,pajamas,hungry,5.0030355,-0.37745154
5424,can,night,5.001111,4.8355227
5146,red,fast,4.998898,4.0197644
1536,grass,vacuum,4.996935,0.978537
3145,bedroom,wait,4.9953637,1.3931102
3940,water,talk,4.994465,3.214836
5174,farm,mom,4.990714,3.723711
3193,empty,table,4.9873543,0.62116754
1641,drop,noisy,4.986374,2.5433574
990,morning,kitty,4.9863067,3.8367267
8311,farm,on,4.984738,3.6194916
6419,will,book,4.9767947,3.3642333
1743,bird,chair,4.9734516,2.8336263
1737,read,zipper,4.9734135,1.0122979
5995,grass,drink,4.969425,1.0108466
6339,police,yucky,4.966629,2.0490153
2490,drop,same,4.966014,1.7477437
2857,no,on,4.9656887,4.784344
9343,toy,up,4.9646235,0.45167944
6040,weus,arm,4.9581156,3.0259423
7513,fall,owie,4.9517417,1.4954338
2064,puppy,white,4.9429746,2.2795253
2458,hungry,story,4.942006,3.627208
1423,giraffe,yucky,4.9414463,-0.14948568
8484,hat,boy,4.9355855,2.2736688
2401,drop,owl,4.929877,4.496352
8187,any,flag,4.9255066,0.53557014
7287,wait,many,4.921772,3.1207252
7715,grass,clean,4.916374,-0.445436
7210,time,pencil,4.913697,-0.0010582805
5672,brown,farm,4.9083233,0.2229994
6487,hen,pen,4.9047375,3.1967854
6121,refrigerator,hen,4.8994255,3.8916297
6127,toy,backyard,4.898593,4.6183395
2691,hate,pool,4.892993,1.0064818
4056,empty,bad,4.886259,2.5651066
1225,donkey,rain,4.877398,3.5932035
4566,flower,will,4.8764157,2.947844
6732,flower,food,4.8667455,4.586577
7662,another,elephant,4.855507,4.736826
3328,child,can,4.8537345,4.34871
1874,face,pencil,4.849428,4.119197
2236,on,alligator,4.8488865,2.920519
8802,ride,into,4.8392086,0.9526056
8593,on,lamp,4.837059,2.5829403
970,open,all,4.830163,4.762653
6622,grandma,grandpa,4.82411,1.6119891
7190,pretty,sleepy,4.823361,1.6538649
7966,helicopter,hesheit,4.823302,4.369616
2473,cry,shirt,4.8181047,-0.39161596
5784,give,gift,4.8154416,4.7194066
9204,down,lips,4.807586,2.8935413
2776,wait,wet,4.8029723,3.4416676
1047,like,hat,4.79949,1.2712715
4064,gift,feet,4.798069,1.2664717
1412,chocolate,loud,4.7843266,4.320925
3650,fish,arm,4.777979,4.243484
8631,elephant,night,4.776544,4.237177
7068,every,jacket,4.763219,3.5634193
1071,first,vacuum,4.7613335,-0.49830964
5000,stairs,helicopter,4.7608953,3.9511867
2316,no,chair,4.7535186,2.6104167
5809,child,table,4.746256,3.681385
9310,fine,where,4.7400713,4.066819
710,pretend,bed,4.735108,2.1235008
2931,vacuum,down,4.7237034,2.7706976
4626,empty,wait,4.7235394,1.7925497
2630,police,home,4.709928,0.26893517
1154,zebra,car,4.7096457,1.8813815
4117,store,goose,4.7012024,3.2617016
7507,jump,nap,4.697104,3.706944
4664,bee,clean,4.6908927,2.5366836
633,touch,another,4.688671,2.3241847
3675,find,jeans,4.687298,2.5987852
3866,like,hot,4.687273,4.517501
3790,better,beside,4.682802,3.6539247
7835,stay,pen,4.6722717,2.5317278
236,stuck,sticky,4.6706276,-0.2540301
7393,not,vacuum,4.6674805,1.0745249
8165,lamp,garbage,4.664619,0.3767637
2135,go,loud,4.664104,2.4716787
2068,any,sticky,4.661796,1.927086
8357,fine,beside,4.659152,1.4524401
4865,nuts,goose,4.657375,1.3551135
8460,can,TV,4.6552296,4.5423293
9074,puppy,pool,4.6455617,0.89174986
4532,smile,cry,4.642333,4.4511733
2902,old,beside,4.6414247,1.2483698
4116,ride,rain,4.639519,4.294598
9040,sad,outside,4.6354795,4.1305847
1027,there,garbage,4.6308317,3.0321796
6782,talk,hot,4.6302056,0.48189372
349,happy,fish,4.619201,2.9740384
356,backyard,rain,4.609021,3.0763516
1766,give,outside,4.5960393,3.7008562
8403,same,thirsty,4.58796,0.23781247
7777,all,jacket,4.5875406,2.294223
6776,wake,read,4.586266,0.20000854
7284,refrigerator,lips,4.5761237,-0.7905365
6737,wolf,store,4.5757337,2.1817472
1637,potty,backyard,4.5754166,2.9429643
9230,hungry,jeans,4.5701075,0.6977882
3031,home,time,4.5697207,1.6528683
3707,snow,blow,4.567306,2.0500078
1499,night,time,4.5575004,3.066262
400,book,vacuum,4.55056,1.1115751
7386,jeans,farm,4.541282,0.73614955
7036,hear,backyard,4.5366216,4.4410987
3169,mitten,penny,4.517319,3.5595975
9265,clown,cat,4.5147457,3.156452
4265,cereal,bye,4.5087214,1.9845943
7755,table,pig,4.5071206,3.4801984
5293,that,puzzle,4.499704,3.5247548
5742,hello,head,4.4987855,2.1970704
6800,finish,happy,4.4979677,3.0208797
8647,cut,person,4.495131,2.940034
3868,bath,beside,4.488756,3.1856747
6756,yellow,jacket,4.4878316,2.5034027
5418,frenchfries,fall,4.4789567,1.6830059
6118,grandma,man,4.4768476,3.647111
4325,who,thirsty,4.476141,1.0357513
5049,backyard,close,4.470633,3.104276
995,all,shirt,4.467655,2.1156049
2450,bath,empty,4.4658837,-0.6273448
3288,shirt,drop,4.4569917,3.8071585
6623,rain,why,4.4497194,0.6450848
6478,smile,elephant,4.444812,1.9768103
5469,refrigerator,open,4.4427633,0.97994304
6305,touch,hate,4.436163,1.3773334
1449,hat,thirsty,4.415045,0.44990394
9110,table,jump,4.4142404,1.7909452
326,jeans,weus,4.405958,2.7735453
4723,wet,vacuum,4.403827,0.7620337
6734,glasswindow,store,4.402692,3.7703743
4811,sun,pretty,4.4020324,1.1316078
7641,chocolate,shirt,4.3869953,0.22391286
7457,store,shoe,4.3795257,2.6831315
45,cut,jeans,4.3721876,3.0888216
4683,ride,fall,4.3688416,2.7420805
5059,dirty,taste,4.3650737,3.8014925
3333,feet,puzzle,4.357496,2.8276467
1289,better,eye,4.355849,-0.064453706
7016,alligator,shower,4.352187,0.35685933
202,same,mouse,4.339975,1.515213
7295,shoe,another,4.329316,3.869149
4085,night,child,4.323002,3.3728487
5484,all,thankyou,4.3185835,2.7669134
3118,think,kiss,4.315914,4.193616
6363,yucky,hate,4.310484,0.1458422
7749,elephant,clean,4.289668,3.264794
506,weus,shirt,4.2796383,1.9171206
3153,boat,room,4.278943,4.203945
1927,beside,outside,4.2712116,2.5159276
7886,girl,gum,4.2687364,0.5488049
8649,police,potty,4.265681,-0.7114687
2005,alligator,puzzle,4.2604594,4.1606345
2016,old,vacuum,4.2566385,3.7729685
5264,boat,giraffe,4.2544627,2.8031244
8134,feet,shoe,4.2434955,2.4195185
3516,backyard,arm,4.243456,0.9808001
6755,blow,goose,4.2383933,3.3458006
6957,because,another,4.2009506,-0.3178318
3283,home,grandpa,4.1986856,0.5190163
151,vacuum,zebra,4.1761193,3.2112093
3921,hungry,wet,4.1714725,3.0526094
4585,face,time,4.1649737,3.8827949
2002,white,vacuum,4.1550813,1.2574128
1790,stuck,vacuum,4.1547256,0.021068513
1918,book,beside,4.1406918,1.4003862
1912,after,fine,4.1229663,2.887291
6180,arm,backyard,4.117936,2.873746
2668,pajamas,minemy,4.114728,1.8021606
182,helicopter,drink,4.103682,-0.033784613
6582,food,bath,4.101457,1.2051682
5479,face,thirsty,4.0947213,0.6546416
342,tomorrow,carrot,4.087134,2.3295045
1132,wake,toothbrush,4.085613,1.7465649
6086,minemy,fine,4.0843873,-0.7909083
1871,chair,into,4.075816,2.6218464
238,wolf,nap,4.0704274,2.9710593
4797,will,after,4.067306,0.57396305
5216,wet,wolf,4.0665956,2.8093054
4268,finger,sticky,4.0598135,3.4470763
2718,go,hungry,4.0382514,2.3658803
3615,jeans,snack,4.034359,3.2161248
1914,red,story,4.014186,-0.8383833
1518,read,owie,4.0138144,2.8332396
2179,backyard,pool,4.0110464,1.397724
8222,read,vacuum,4.00531,1.1092355
167,vacuum,drop,4.002849,2.5252528
4298,bad,have,4.0023603,1.1489604
7721,blue,fish,3.9871297,3.9102118
7317,pool,beside,3.9855826,1.4346924
300,dryer,minemy,3.9840174,0.82036364
3558,table,story,3.9828522,3.6852217
2218,awake,wake,3.9803486,3.9447322
9075,like,stuck,3.9771085,3.850309
1386,donkey,on,3.9565356,2.444948
8103,sticky,hate,3.9562297,2.534224
704,icecream,nuts,3.9446907,2.4129229
3755,empty,story,3.9228065,2.2566006
2599,hesheit,boat,3.916083,1.4388183
1203,night,beside,3.914739,2.636239
6161,pencil,snack,3.9042666,3.2450562
3607,flower,sleepy,3.8951342,2.5077598
2763,where,book,3.844658,2.5947688
6644,yesterday,tomorrow,3.7986512,3.6376066
3535,taste,beside,3.7764945,0.9699391
586,any,dance,3.775425,2.1183357
8548,blow,down,3.7733371,1.7845429
3396,dance,zipper,3.772279,1.6376956
8639,jeans,yucky,3.762992,1.6189253
5087,beside,make,3.7516353,3.1006255
1639,after,jacket,3.7079525,0.8154907
4998,toothbrush,time,3.6970234,1.8641983
6058,can,touch,3.6895514,2.7025914
20,chin,TV,3.6785388,1.576814
9232,cut,shirt,3.6479685,-1.4455156
246,beside,hungry,3.6260643,3.2791045
7285,pen,time,3.608285,0.43293267
7670,hat,beside,3.6003973,0.08359793
6228,eye,time,3.591691,0.0673351
1361,blow,down,3.5876307,2.5110173
2109,stay,backyard,3.5780995,0.5386245
2486,child,beside,3.5688767,0.39902955
5832,zipper,shirt,3.563224,0.7416563
2029,dad,into,3.560289,0.2773623
8500,finger,there,3.5365233,1.8727368
558,eye,zebra,3.5120885,-0.46304393
1373,boat,hat,3.474434,0.0045210645
2879,zipper,hat,3.4688506,1.9234906
4802,yucky,grandpa,3.4683793,1.2208961
6647,zipper,another,3.4457617,1.9244494
8653,moon,tooth,3.4369605,3.1228726
4758,before,hungry,3.4326682,0.6750439
8685,drop,arm,3.4016953,1.6644326
7900,that,hesheit,3.393506,0.9167973
1660,milk,puppy,3.3926928,1.518105
9209,pretend,beside,3.3617337,0.8225746
2990,nap,hat,3.3464885,1.3095877
943,puppy,fireman,3.346332,1.2556251
2036,owie,pig,3.3190725,0.5539412
2322,room,night,3.2791786,2.0173416
714,owl,fireman,3.274809,1.744982
9313,police,vacuum,3.2490618,0.37606886
1172,airplane,green,3.217214,2.002594
5584,finger,arm,3.1980658,-0.4834231
9243,minemy,hat,3.1628242,1.4100327
502,balloon,noisy,3.137042,2.0988803
5524,chair,weus,3.1346765,0.8051743
4242,wet,open,3.1212773,0.2605118
5119,refrigerator,time,3.0955539,0.12545656
4141,brother,beside,3.086923,0.85636675
323,bird,bed,3.0838912,-0.3682073
8450,hot,quiet,3.0741184,0.9076811
643,giraffe,garbage,3.0732427,1.8769675
7098,morning,hat,3.0731263,0.3643684
7073,time,napkin,3.0540261,1.2068284
7767,animal,morning,3.01593,0.2911601
8804,kiss,hat,2.9730964,1.0675411
8817,that,any,2.9210079,2.199669
7959,ear,will,2.9180827,1.2125322
5696,bath,blue,2.9180527,2.6765106
2541,elephant,on,2.8668172,0.73928857
1562,orange,shoe,2.8454132,-0.8410461
1306,there,now,2.7949333,1.7103769
4717,grandma,drawer,2.7107897,-0.78959966
2683,quiet,garbage,2.6990676,1.2481557
2113,before,vacuum,2.5797036,0.55889547
964,green,not,2.2758703,1.0154008
2498,fine,hat,2.2494545,0.18609764
6306,thankyou,beside,1.7166157,0.88151896
